CampaignID,StartDate,EndDate,Channel,Impressions,Clicks,Leads,Conversions,Cost_USD,Revenue_USD,ROI
CAMP00866,2025-02-25,2025-03-02,Email,80048,3729,1747,563,3328.81,6732.68,1.02
CAMP00867,2025-12-16,2025-12-29,Display,165412,4508,2125,1137,3555.78,6593.3,0.85
CAMP00868,2025-04-17,2025-04-27,Display,86605,3501,1449,458,4317.26,6039.36,0.4
CAMP00869,2025-11-15,2025-11-28,Influencer,140574,1743,242,100,3222.73,6077.21,0.89
CAMP00870,2025-02-17,2025-02-24,Display,102772,2199,241,67,541.46,1517.43,1.8
CAMP00871,2025-03-02,2025-03-11,Social,53020,2700,417,217,797.97,1364.85,0.71
CAMP00872,2025-12-03,2025-12-09,Display,266655,24222,5540,2776,1708.78,3447.49,1.02
CAMP00873,2025-01-26,2025-02-09,Social,94543,5119,1006,318,1540.81,4402.63,1.86
CAMP00874,2025-10-19,2025-10-28,Social,288115,14629,3626,895,1185.87,2825.28,1.38
CAMP00875,2025-09-14,2025-09-26,Email,194448,15727,2472,669,3124.75,3386.34,0.08
CAMP00876,2025-01-08,2025-01-23,Influencer,11037,376,150,66,2205.58,3671.71,0.66
CAMP00877,2025-04-23,2025-04-29,Email,186379,3458,1515,393,3456.45,10206.1,1.95
CAMP00878,2025-12-21,2026-01-02,Email,281610,8127,2398,786,1996.15,5450.2,1.73
CAMP00879,2025-09-10,2025-09-18,Display,235372,19116,9225,4941,1443.0,3990.43,1.77
CAMP00880,2025-06-29,2025-07-13,Display,276771,19632,2908,676,2797.31,8022.95,1.87
CAMP00881,2025-07-26,2025-08-09,Social,56697,1034,147,63,574.12,1301.59,1.27
CAMP00882,2025-10-30,2025-11-04,Display,28149,1971,355,127,4944.43,12660.56,1.56
CAMP00883,2025-05-07,2025-05-16,Display,21737,2039,1004,249,3312.59,7642.23,1.31
CAMP00884,2025-02-25,2025-03-02,Search,72854,1023,272,109,698.6,1436.87,1.06
CAMP00885,2025-08-02,2025-08-13,Social,30314,1984,931,378,3149.8,6424.59,1.04
CAMP00886,2025-01-14,2025-01-26,Social,173443,7653,1383,485,464.72,476.78,0.03
CAMP00887,2025-01-28,2025-02-04,Search,160702,8853,3881,862,2580.51,3777.11,0.46
CAMP00888,2025-03-19,2025-03-26,Social,187308,10776,2413,682,1525.23,1613.72,0.06
CAMP00889,2025-08-04,2025-08-15,Influencer,97214,7718,3039,1099,3533.74,6712.34,0.9
CAMP00890,2025-12-31,2026-01-08,Influencer,30099,1809,886,275,2486.65,6074.02,1.44
CAMP00891,2025-06-03,2025-06-10,Search,102170,6475,3064,809,3950.79,11364.23,1.88
CAMP00892,2025-01-14,2025-01-26,Display,263744,10539,4558,1799,1225.81,1259.11,0.03
CAMP00893,2025-07-06,2025-07-13,Influencer,219493,4682,562,201,3315.28,6568.86,0.98
CAMP00894,2025-11-08,2025-11-19,Search,264820,18920,6491,3024,3470.41,8327.94,1.4
CAMP00895,2025-01-07,2025-01-13,Influencer,174170,1749,759,321,2439.83,5695.54,1.33
CAMP00896,2025-01-03,2025-01-18,Email,163945,6489,1685,451,4305.7,10789.09,1.51
CAMP00897,2025-04-21,2025-05-06,Search,159630,4728,1855,881,818.57,2202.35,1.69
CAMP00898,2025-08-26,2025-08-31,Social,196195,8822,1369,528,3816.23,10793.54,1.83
CAMP00899,2025-12-29,2026-01-08,Influencer,35518,1350,230,56,746.74,1016.17,0.36
CAMP00900,2025-08-27,2025-09-08,Social,57763,4238,1515,314,868.83,2528.5,1.91
CAMP00901,2025-10-01,2025-10-06,Search,210788,7044,1936,872,1087.29,2839.69,1.61
CAMP00902,2025-10-21,2025-11-04,Influencer,64172,3880,726,324,3339.28,9349.4,1.8
CAMP00903,2025-08-15,2025-08-28,Social,218203,11132,2372,1252,3231.16,5449.28,0.69
CAMP00904,2025-01-15,2025-01-22,Display,229330,18826,6543,3304,2284.84,6848.0,2.0
CAMP00905,2025-07-11,2025-07-18,Display,249849,12124,4730,2606,1640.87,1680.9,0.02
CAMP00906,2025-04-29,2025-05-07,Email,147953,12982,2376,753,3102.58,8505.37,1.74
CAMP00907,2025-01-28,2025-02-12,Search,283963,2843,1370,500,806.53,1901.7,1.36
CAMP00908,2025-07-21,2025-07-26,Social,97013,6251,645,144,3180.43,4056.8,0.28
CAMP00909,2025-02-08,2025-02-21,Email,164827,1793,681,248,158.56,422.17,1.66
CAMP00910,2025-09-30,2025-10-15,Search,30811,2287,494,142,807.9,2089.64,1.59
CAMP00911,2025-08-19,2025-08-26,Display,66196,2061,600,313,3568.84,7419.82,1.08
CAMP00912,2025-03-27,2025-04-10,Social,118100,5219,1711,791,4382.45,9936.82,1.27
CAMP00913,2025-05-06,2025-05-14,Influencer,25656,1135,368,188,470.44,590.29,0.25
CAMP00914,2025-10-27,2025-11-01,Display,162454,13999,5746,2510,3229.96,6189.13,0.92
CAMP00915,2025-01-25,2025-02-02,Influencer,167103,3206,1377,604,403.34,435.29,0.08
CAMP00916,2025-05-25,2025-05-30,Influencer,207421,14523,1878,552,4406.95,9494.76,1.15
CAMP00917,2025-01-13,2025-01-22,Social,65574,6446,2457,1149,2019.16,3843.41,0.9
CAMP00918,2025-07-31,2025-08-09,Social,62529,751,194,49,3731.76,4370.2,0.17
CAMP00919,2025-01-25,2025-02-09,Influencer,157884,15303,6541,2029,946.49,1726.19,0.82
CAMP00920,2025-03-09,2025-03-20,Email,111741,1302,447,121,4320.62,8104.39,0.88
CAMP00921,2025-03-08,2025-03-20,Influencer,101060,8661,901,522,2202.93,5452.67,1.48
CAMP00922,2025-08-21,2025-08-29,Influencer,12160,1173,430,240,1123.4,1243.5,0.11
CAMP00923,2025-04-19,2025-04-30,Social,177415,17630,8291,4559,2905.0,6471.93,1.23
CAMP00924,2025-05-26,2025-06-03,Search,28593,1467,195,113,1511.99,3062.92,1.03
CAMP00925,2025-04-21,2025-04-28,Display,136356,12002,3572,1589,1506.55,2334.89,0.55
CAMP00926,2025-08-16,2025-08-26,Social,173923,3654,1280,714,661.27,1645.79,1.49
CAMP00927,2025-04-21,2025-04-29,Email,25378,1225,218,69,1148.1,2440.76,1.13
CAMP00928,2025-02-03,2025-02-10,Display,144563,5452,1964,695,4009.53,8182.12,1.04
CAMP00929,2025-04-21,2025-05-04,Social,268603,12239,1467,567,2665.53,7742.57,1.9
CAMP00930,2025-09-21,2025-09-30,Social,24305,1778,821,193,1839.2,4835.59,1.63
CAMP00931,2025-08-24,2025-09-04,Search,171373,3062,1240,657,4653.93,6575.35,0.41
CAMP00932,2025-03-24,2025-04-03,Email,168764,16848,8026,1987,4007.2,7116.53,0.78
CAMP00933,2025-02-11,2025-02-25,Email,175419,11780,3149,1637,1620.33,3768.53,1.33
CAMP00934,2025-04-11,2025-04-20,Social,153261,13581,1543,877,642.59,1349.56,1.1
CAMP00935,2025-01-06,2025-01-17,Search,143667,12164,2878,1229,1003.27,1867.49,0.86
CAMP00936,2025-06-29,2025-07-14,Social,69370,5476,1677,446,3408.33,10097.75,1.96
CAMP00937,2025-10-09,2025-10-19,Influencer,269065,3640,1726,646,2859.03,3807.83,0.33
CAMP00938,2025-11-16,2025-11-30,Influencer,108276,6115,2771,708,4905.81,8227.51,0.68
CAMP00939,2025-08-14,2025-08-20,Search,263741,10426,3520,871,166.12,297.77,0.79
CAMP00940,2025-11-11,2025-11-18,Social,7387,148,58,29,4396.29,4997.33,0.14
CAMP00941,2025-12-31,2026-01-06,Search,236372,9660,4651,1661,169.92,328.95,0.94
CAMP00942,2025-08-17,2025-08-24,Social,9825,668,294,58,2181.32,4469.92,1.05
CAMP00943,2025-10-16,2025-10-21,Social,10282,316,114,25,4591.28,7020.95,0.53
CAMP00944,2025-05-30,2025-06-11,Influencer,20451,1022,322,169,3326.24,9725.06,1.92
CAMP00945,2025-10-04,2025-10-14,Display,257622,11954,3471,1554,2958.17,6125.36,1.07
CAMP00946,2025-07-17,2025-07-23,Email,243006,3577,1440,774,1636.15,3539.9,1.16
CAMP00947,2025-03-11,2025-03-23,Email,153977,10243,4338,1342,4834.02,13475.51,1.79
CAMP00948,2025-04-22,2025-05-02,Search,235727,15486,2896,943,924.3,1431.26,0.55
CAMP00949,2025-01-04,2025-01-15,Email,138770,13457,3897,1740,1422.45,3226.66,1.27
CAMP00950,2025-12-16,2025-12-31,Influencer,152964,5632,2300,1071,2319.48,4403.49,0.9
CAMP00951,2025-11-27,2025-12-02,Display,263298,12560,4650,979,718.87,1252.92,0.74
CAMP00952,2025-11-14,2025-11-25,Social,53068,2458,827,465,2175.38,3816.72,0.75
CAMP00953,2025-12-16,2025-12-23,Social,239686,22237,5103,2651,292.78,306.85,0.05
CAMP00954,2025-04-05,2025-04-20,Influencer,76726,3589,1233,311,4628.18,12228.78,1.64
CAMP00955,2025-06-01,2025-06-13,Email,237198,11824,4077,832,1678.48,3644.48,1.17
CAMP00956,2025-11-07,2025-11-17,Social,36604,1197,326,165,3205.63,9185.18,1.87
CAMP00957,2025-05-17,2025-05-25,Email,119751,1210,585,328,4365.58,11747.47,1.69
CAMP00958,2025-09-04,2025-09-19,Influencer,48787,972,351,115,4109.8,12205.2,1.97
CAMP00959,2025-08-31,2025-09-12,Social,299179,21944,9661,3171,4379.61,4676.11,0.07
CAMP00960,2025-01-31,2025-02-13,Search,39844,2845,431,174,3629.51,8336.25,1.3
CAMP00961,2025-02-09,2025-02-23,Display,283964,11082,4462,2096,1049.34,3052.79,1.91
CAMP00962,2025-08-17,2025-08-23,Email,224077,11779,4013,1842,1896.09,4810.45,1.54
CAMP00963,2025-02-05,2025-02-15,Email,238033,8751,1954,979,2608.96,4264.49,0.63
CAMP00964,2025-08-11,2025-08-20,Email,136807,10367,1602,393,1751.06,2145.2,0.23
CAMP00965,2025-01-06,2025-01-15,Email,28968,2486,626,255,4780.65,11170.14,1.34
CAMP00966,2025-11-18,2025-12-02,Influencer,60746,5522,1527,614,4053.5,9391.01,1.32
CAMP00967,2025-08-08,2025-08-23,Influencer,129458,3320,518,300,4014.86,6361.87,0.58
CAMP00968,2025-03-16,2025-03-23,Influencer,219068,15893,5849,3318,1869.42,4881.67,1.61
CAMP00969,2025-01-04,2025-01-16,Influencer,212080,20501,4568,2284,3798.71,8601.07,1.26
CAMP00970,2025-12-01,2025-12-13,Social,197711,13554,5725,3153,3108.86,5687.54,0.83
CAMP00971,2025-05-14,2025-05-23,Influencer,22057,917,329,163,1938.55,3744.45,0.93
CAMP00972,2025-04-28,2025-05-10,Social,259888,17473,3917,1912,1610.57,2408.5,0.5
CAMP00973,2025-04-04,2025-04-18,Search,19432,1398,341,97,3965.29,8236.83,1.08
CAMP00974,2025-03-03,2025-03-15,Influencer,66488,3040,1449,647,3024.32,6061.09,1.0
CAMP00975,2025-07-13,2025-07-20,Search,104199,2017,966,547,281.28,811.93,1.89
CAMP00976,2025-12-01,2025-12-07,Influencer,23953,1547,413,206,206.33,416.5,1.02
CAMP00977,2025-07-22,2025-08-04,Search,261039,21455,7974,3523,4225.66,10796.5,1.55
CAMP00978,2025-01-26,2025-02-01,Display,218905,21842,10746,3258,540.11,1203.59,1.23
CAMP00979,2025-06-22,2025-07-05,Search,120864,3635,1808,852,2644.87,3836.25,0.45
CAMP00980,2025-10-27,2025-11-04,Social,208304,15213,1960,664,3082.45,3387.92,0.1
CAMP00981,2025-05-13,2025-05-19,Email,34347,430,138,31,4588.21,11029.42,1.4
CAMP00982,2025-11-22,2025-12-06,Search,26249,2553,997,294,2621.18,6827.38,1.6
CAMP00983,2025-04-28,2025-05-03,Email,221265,2462,430,152,1050.74,2889.32,1.75
CAMP00984,2025-11-20,2025-11-28,Display,118346,5005,2145,1284,1377.29,3260.67,1.37
CAMP00985,2025-10-02,2025-10-15,Display,116086,1959,562,283,339.39,634.17,0.87
CAMP00986,2025-07-31,2025-08-13,Social,236832,15604,4667,1455,1188.08,2358.48,0.99
CAMP00987,2025-08-13,2025-08-21,Social,285177,11565,2425,1224,4094.19,10320.23,1.52
CAMP00988,2025-01-20,2025-02-02,Search,40088,3045,670,229,3808.71,5165.51,0.36
CAMP00989,2025-04-23,2025-05-03,Influencer,114001,6130,819,362,501.52,955.6,0.91
CAMP00990,2025-05-20,2025-05-25,Display,284671,13591,6423,3249,2450.03,2714.35,0.11
CAMP00991,2025-02-16,2025-03-02,Email,221306,9154,2313,1148,1578.93,1911.37,0.21
CAMP00992,2025-01-01,2025-01-11,Influencer,271550,4820,794,203,3284.75,4800.95,0.46
CAMP00993,2025-03-31,2025-04-13,Display,99538,2830,444,235,4810.57,10872.32,1.26
CAMP00994,2025-05-22,2025-05-28,Search,209199,14124,3714,2113,3190.37,9061.27,1.84
CAMP00995,2025-11-16,2025-11-26,Display,139191,7614,2686,787,3753.93,6493.76,0.73
CAMP00996,2025-02-07,2025-02-13,Social,252160,4112,1690,560,2050.83,4103.09,1.0
CAMP00997,2025-10-20,2025-10-28,Email,63935,3769,1770,1018,260.17,557.03,1.14
CAMP00998,2025-05-19,2025-05-31,Email,258959,3851,1364,809,2148.68,3371.61,0.57
CAMP00999,2025-12-22,2026-01-02,Social,63327,3549,952,363,2602.9,6193.76,1.38
CAMP01000,2025-11-29,2025-12-14,Influencer,223481,21643,5817,1243,2514.13,3582.12,0.42
CAMP01001,2025-09-16,2025-09-29,Social,106815,4022,1326,760,1244.36,1715.52,0.38
CAMP01002,2025-06-10,2025-06-21,Email,102196,7676,2419,508,2427.46,3426.68,0.41
CAMP01003,2025-06-27,2025-07-02,Search,112396,8665,3087,1025,3618.16,7086.4,0.96
CAMP01004,2025-01-10,2025-01-16,Influencer,15370,713,214,50,1626.23,2440.03,0.5
CAMP01005,2025-09-18,2025-09-28,Display,106075,6724,831,336,3206.61,5984.73,0.87
CAMP01006,2025-05-18,2025-05-29,Search,136185,7147,2146,461,850.85,1492.19,0.75
CAMP01007,2025-06-21,2025-06-28,Influencer,145786,5175,564,163,1462.43,3892.98,1.66
CAMP01008,2025-01-13,2025-01-26,Email,139482,10869,1872,717,4431.25,6372.67,0.44
CAMP01009,2025-06-17,2025-06-28,Email,79772,5843,1489,341,3170.45,5111.38,0.61
CAMP01010,2025-05-10,2025-05-20,Search,125527,11429,3663,1436,520.61,1512.25,1.9
CAMP01011,2025-03-25,2025-04-04,Influencer,291752,19148,3330,1019,1396.72,2080.09,0.49
CAMP01012,2025-11-17,2025-11-22,Display,275468,12391,2608,800,4970.41,12892.21,1.59
CAMP01013,2025-11-15,2025-11-24,Display,81695,6066,1514,870,1423.51,1826.58,0.28
CAMP01014,2025-04-11,2025-04-25,Social,177057,11634,2081,990,2944.49,6399.68,1.17
CAMP01015,2025-11-25,2025-12-02,Search,102643,6722,3357,1919,2796.7,3311.21,0.18
CAMP01016,2025-09-30,2025-10-11,Influencer,233443,20189,8517,3664,2071.58,3770.25,0.82
CAMP01017,2025-09-22,2025-10-06,Search,14453,1328,563,316,265.51,772.97,1.91
CAMP01018,2025-02-07,2025-02-14,Display,105369,2762,904,483,1493.25,3412.47,1.29
CAMP01019,2025-04-04,2025-04-13,Influencer,101544,3885,1882,1127,4771.41,6753.06,0.42
CAMP01020,2025-04-05,2025-04-16,Email,202658,13887,5455,2188,194.04,507.94,1.62
CAMP01021,2025-11-01,2025-11-08,Email,292536,17596,4088,1955,3606.85,8328.14,1.31
CAMP01022,2025-03-10,2025-03-24,Influencer,168249,11560,3979,1051,4474.47,12776.55,1.86
CAMP01023,2025-11-14,2025-11-20,Search,191254,9365,2973,1711,3835.69,5590.58,0.46
CAMP01024,2025-08-24,2025-09-03,Search,263155,12399,4117,1480,1683.92,2092.34,0.24
CAMP01025,2025-11-30,2025-12-12,Email,241492,4972,2123,1203,2650.29,6015.69,1.27
CAMP01026,2025-05-17,2025-05-25,Email,63081,4171,1267,304,4350.98,12301.01,1.83
CAMP01027,2025-03-17,2025-03-30,Display,57754,1491,583,236,4879.74,12470.3,1.56
CAMP01028,2025-02-04,2025-02-16,Influencer,11878,836,167,33,575.44,1048.59,0.82
CAMP01029,2025-01-01,2025-01-12,Search,5792,562,265,97,709.31,1321.74,0.86
CAMP01030,2025-10-23,2025-11-03,Display,16367,541,72,16,4783.47,7965.39,0.67
CAMP01031,2025-11-16,2025-11-23,Search,43731,996,495,187,4375.86,12404.07,1.83
CAMP01032,2025-03-01,2025-03-11,Email,276691,3368,1189,502,1134.27,2975.52,1.62
CAMP01033,2025-11-16,2025-11-25,Influencer,33568,1480,426,230,4853.51,7449.15,0.53
CAMP01034,2025-12-15,2025-12-20,Social,55212,1618,362,115,1124.11,1845.1,0.64
CAMP01035,2025-11-24,2025-12-09,Influencer,178403,9681,2536,1082,533.72,1323.39,1.48
CAMP01036,2025-09-24,2025-10-01,Social,140210,8018,3311,750,3441.24,6360.48,0.85
CAMP01037,2025-12-27,2026-01-01,Display,183184,7591,1182,668,2745.0,6092.36,1.22
CAMP01038,2025-08-17,2025-08-25,Social,209301,16219,3261,1241,1274.36,1670.6,0.31
CAMP01039,2025-09-27,2025-10-11,Social,147466,13483,2015,606,4648.56,12333.53,1.65
CAMP01040,2025-11-12,2025-11-19,Display,175167,5086,1376,530,2080.78,4396.12,1.11
CAMP01041,2025-10-13,2025-10-28,Influencer,60121,5126,1306,512,2074.24,5499.79,1.65
CAMP01042,2025-10-18,2025-10-26,Display,282349,6157,2213,1100,3195.95,7765.23,1.43
CAMP01043,2025-08-01,2025-08-14,Email,140700,4303,2144,1264,1230.9,2287.02,0.86
CAMP01044,2025-06-14,2025-06-21,Email,57600,3486,1592,436,2975.55,7025.66,1.36
CAMP01045,2025-01-05,2025-01-15,Social,98159,3690,1668,369,1883.53,2109.0,0.12
CAMP01046,2025-12-05,2025-12-15,Display,130590,1796,643,297,3505.54,6563.49,0.87
CAMP01047,2025-03-19,2025-03-30,Display,63844,2332,485,268,1313.77,2458.94,0.87
CAMP01048,2025-03-03,2025-03-16,Display,183121,16744,4246,1808,1008.76,1857.42,0.84
CAMP01049,2025-05-12,2025-05-23,Influencer,26433,678,135,31,1324.09,1635.46,0.24
CAMP01050,2025-03-30,2025-04-04,Search,250828,19749,3042,1121,4686.08,9250.06,0.97
CAMP01051,2025-08-25,2025-09-06,Search,97060,7280,1997,922,4261.22,10752.8,1.52
CAMP01052,2025-02-11,2025-02-20,Search,148165,2898,1330,440,4161.6,6850.3,0.65
CAMP01053,2025-03-30,2025-04-12,Influencer,254268,10081,4007,2155,3925.4,10351.96,1.64
CAMP01054,2025-10-23,2025-11-06,Display,283828,7675,3790,1098,3221.06,6992.73,1.17
CAMP01055,2025-11-24,2025-12-03,Search,250363,3025,538,186,582.16,1425.27,1.45
CAMP01056,2025-10-22,2025-10-31,Display,196393,5022,1507,853,1690.79,4726.43,1.8
CAMP01057,2025-04-14,2025-04-20,Social,126485,3559,1484,637,2853.16,5604.96,0.96
CAMP01058,2025-01-14,2025-01-29,Search,220592,5501,1563,316,618.17,1662.78,1.69
CAMP01059,2025-10-15,2025-10-22,Social,56305,1024,247,73,247.57,317.08,0.28
CAMP01060,2025-06-28,2025-07-12,Influencer,150979,8661,3692,1850,557.8,1426.19,1.56
CAMP01061,2025-05-05,2025-05-18,Email,90938,3549,965,213,629.54,1679.22,1.67
CAMP01062,2025-12-19,2025-12-30,Influencer,182866,16776,7803,4660,636.74,1787.2,1.81
CAMP01063,2025-01-23,2025-01-28,Influencer,77610,2083,431,240,1031.84,1199.03,0.16
CAMP01064,2025-03-04,2025-03-11,Influencer,296474,19050,8735,2529,2545.57,3141.07,0.23
CAMP01065,2025-05-23,2025-05-29,Search,131908,12010,2538,1416,1498.71,1566.52,0.05
CAMP01066,2025-06-02,2025-06-07,Social,70037,997,215,103,4314.65,8679.33,1.01
CAMP01067,2025-05-25,2025-06-07,Search,73337,4140,1110,410,4393.08,6087.6,0.39
CAMP01068,2025-08-13,2025-08-25,Email,33831,1710,523,145,4609.22,9843.21,1.14
CAMP01069,2025-11-05,2025-11-14,Influencer,152919,14311,3825,1071,2408.68,6707.13,1.78
CAMP01070,2025-04-14,2025-04-29,Display,268141,18699,8318,3640,3892.8,6438.89,0.65
CAMP01071,2025-04-14,2025-04-20,Email,158097,6549,2738,1003,2995.82,3027.86,0.01
CAMP01072,2025-02-08,2025-02-13,Social,278342,20607,4614,2021,807.43,2244.44,1.78
CAMP01073,2025-07-17,2025-07-28,Email,170518,10646,3242,1076,3214.92,7213.53,1.24
CAMP01074,2025-05-14,2025-05-29,Search,14382,593,161,47,4201.4,5894.58,0.4
CAMP01075,2025-03-08,2025-03-23,Display,29120,2349,287,153,1804.91,4304.21,1.38
CAMP01076,2025-06-28,2025-07-04,Search,294094,20626,8235,4677,3758.71,8515.88,1.27
CAMP01077,2025-02-11,2025-02-16,Influencer,259816,2724,470,226,3895.13,6856.38,0.76
CAMP01078,2025-01-15,2025-01-21,Influencer,282879,24854,11772,3115,3253.56,4634.01,0.42
CAMP01079,2025-04-21,2025-05-02,Email,110846,5069,1313,311,4428.04,13217.04,1.98
CAMP01080,2025-06-06,2025-06-17,Influencer,107733,7335,2559,1063,809.62,1850.82,1.29
CAMP01081,2025-10-16,2025-10-30,Influencer,151434,6921,2957,1242,4232.74,4247.54,0.0
CAMP01082,2025-08-19,2025-08-29,Social,28409,2537,436,198,3092.58,3869.39,0.25
CAMP01083,2025-06-06,2025-06-15,Social,121909,8359,2645,1487,4292.75,6416.92,0.49
CAMP01084,2025-02-07,2025-02-14,Search,84987,5281,1029,472,2710.12,7117.52,1.63
CAMP01085,2025-04-07,2025-04-14,Search,272958,26810,8146,4614,1707.02,3327.49,0.95
CAMP01086,2025-10-16,2025-10-31,Social,158960,5604,1859,459,4496.25,5036.93,0.12
CAMP01087,2025-09-11,2025-09-24,Email,27169,431,72,34,4399.28,6731.72,0.53
CAMP01088,2025-07-15,2025-07-23,Social,256979,14504,4820,2752,1411.62,4180.41,1.96
CAMP01089,2025-03-27,2025-04-09,Search,217196,10460,2949,1135,3746.13,9499.2,1.54
CAMP01090,2025-11-18,2025-11-26,Display,151649,7716,2382,1398,547.34,552.44,0.01
CAMP01091,2025-01-10,2025-01-16,Influencer,25931,1706,788,331,521.29,1395.7,1.68
CAMP01092,2025-01-05,2025-01-13,Display,80506,5261,1544,891,2605.88,3607.93,0.38
CAMP01093,2025-05-03,2025-05-13,Display,175350,7944,2307,1152,275.23,457.31,0.66
CAMP01094,2025-11-26,2025-12-06,Influencer,221653,19429,5598,2144,2225.39,2752.31,0.24
CAMP01095,2025-12-19,2025-12-28,Social,249381,17115,5977,1277,3974.66,4058.76,0.02
CAMP01096,2025-04-28,2025-05-03,Email,217527,19597,4840,2240,4458.42,8952.61,1.01
CAMP01097,2025-10-21,2025-10-28,Display,114865,10588,4452,1343,1348.43,2119.69,0.57
CAMP01098,2025-06-08,2025-06-17,Email,142130,3561,763,240,477.2,820.94,0.72
CAMP01099,2025-10-30,2025-11-09,Search,263514,18775,4127,858,3190.21,4268.47,0.34
CAMP01100,2025-08-16,2025-08-21,Display,73866,2849,955,404,1397.68,3652.01,1.61
CAMP01101,2025-12-31,2026-01-13,Search,104978,8952,1825,576,214.9,289.46,0.35
CAMP01102,2025-08-04,2025-08-11,Social,191252,14526,1975,1171,742.87,1511.44,1.03
CAMP01103,2025-07-03,2025-07-17,Display,79514,2217,404,201,4697.94,9108.21,0.94
CAMP01104,2025-01-15,2025-01-22,Search,151336,14299,6655,2282,4387.87,12459.15,1.84
CAMP01105,2025-06-06,2025-06-21,Search,31615,2260,235,74,4165.13,12393.2,1.98
CAMP01106,2025-05-16,2025-05-22,Social,117898,11244,1724,837,1763.42,4957.88,1.81
CAMP01107,2025-09-18,2025-09-30,Email,170952,4816,1941,585,3601.16,8884.26,1.47
CAMP01108,2025-06-06,2025-06-13,Email,220202,19437,9561,3625,4789.37,8914.9,0.86
CAMP01109,2025-02-16,2025-02-26,Display,268845,18853,7075,1868,2881.15,3633.43,0.26
CAMP01110,2025-11-20,2025-11-26,Social,64430,3846,1803,543,1732.17,4745.77,1.74
CAMP01111,2025-11-28,2025-12-09,Display,106016,8889,3929,940,4016.71,9770.65,1.43
CAMP01112,2025-06-22,2025-06-30,Email,97519,6529,1906,706,2208.65,2790.84,0.26
CAMP01113,2025-05-10,2025-05-23,Social,249035,17498,4084,2330,2928.98,3444.69,0.18
CAMP01114,2025-04-05,2025-04-19,Influencer,39378,1292,455,109,2751.94,6463.19,1.35
CAMP01115,2025-04-25,2025-05-08,Social,156808,13098,4105,1539,1165.35,3276.77,1.81
CAMP01116,2025-08-31,2025-09-11,Social,142415,9759,1076,343,103.27,147.44,0.43
CAMP01117,2025-10-19,2025-10-31,Influencer,20797,1788,863,297,4994.3,9109.52,0.82
CAMP01118,2025-10-09,2025-10-16,Search,112623,4689,1538,782,2142.48,6275.05,1.93
CAMP01119,2025-10-26,2025-11-10,Search,177195,7061,3176,1187,1490.7,4311.07,1.89
CAMP01120,2025-10-10,2025-10-19,Search,210936,2563,1009,464,3852.82,9236.73,1.4
CAMP01121,2025-03-10,2025-03-16,Email,135596,10735,2537,1493,3003.37,5850.91,0.95
CAMP01122,2025-05-28,2025-06-11,Social,136177,5410,2491,1112,4414.25,7706.28,0.75
CAMP01123,2025-01-11,2025-01-22,Influencer,99906,3941,1640,549,3927.39,6998.98,0.78
CAMP01124,2025-09-11,2025-09-23,Email,91379,6577,1788,642,1480.67,2975.79,1.01
CAMP01125,2025-11-26,2025-12-09,Influencer,286620,9389,4095,1958,3002.0,7130.87,1.38
CAMP01126,2025-12-26,2026-01-10,Email,200219,18382,3834,1831,2563.24,5182.35,1.02
CAMP01127,2025-02-07,2025-02-22,Email,178184,10410,3833,1330,4779.91,6975.99,0.46
CAMP01128,2025-05-14,2025-05-25,Email,180302,17534,2557,1252,1273.89,3192.63,1.51
CAMP01129,2025-07-19,2025-08-02,Influencer,46706,789,352,147,1490.79,2841.16,0.91
CAMP01130,2025-01-23,2025-02-06,Display,70032,2823,1105,654,4610.1,9894.34,1.15
CAMP01131,2025-10-30,2025-11-11,Email,177992,7890,1270,715,2343.27,5980.25,1.55
CAMP01132,2025-12-12,2025-12-25,Search,155947,11811,1281,678,2340.55,4138.15,0.77
CAMP01133,2025-10-29,2025-11-08,Social,188201,5489,1404,300,4354.22,12451.71,1.86
CAMP01134,2025-12-29,2026-01-12,Display,70744,3097,1146,403,1550.65,3132.57,1.02
CAMP01135,2025-08-06,2025-08-12,Display,155772,14324,3054,1311,3514.8,8461.85,1.41
CAMP01136,2025-05-21,2025-05-27,Influencer,208841,4241,2075,847,3635.46,9125.95,1.51
CAMP01137,2025-04-14,2025-04-22,Display,137963,10634,5039,2546,2267.75,3919.76,0.73
CAMP01138,2025-07-29,2025-08-11,Influencer,52594,3851,1306,736,1736.41,2632.8,0.52
CAMP01139,2025-04-21,2025-05-02,Influencer,286817,6236,1410,725,3758.61,10699.69,1.85
CAMP01140,2025-04-14,2025-04-20,Search,47412,3411,1563,450,1354.03,2202.98,0.63
CAMP01141,2025-11-12,2025-11-24,Email,241021,14769,6223,2453,4114.62,5015.95,0.22
CAMP01142,2025-06-20,2025-07-05,Display,124449,4464,600,214,2140.42,4262.67,0.99
CAMP01143,2025-12-22,2026-01-02,Email,164508,6251,1816,919,190.05,503.51,1.65
CAMP01144,2025-11-20,2025-12-03,Email,144258,12257,6036,3368,2889.43,4519.22,0.56
CAMP01145,2025-05-13,2025-05-25,Email,5434,167,47,14,1052.65,2092.16,0.99
CAMP01146,2025-10-20,2025-10-27,Influencer,146591,8231,3894,1540,2386.17,4111.58,0.72
CAMP01147,2025-11-24,2025-11-29,Email,285174,20333,9981,4918,4060.84,4261.12,0.05
CAMP01148,2025-05-07,2025-05-13,Display,272402,5908,1506,331,1031.06,1314.75,0.28
